City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
167,Youkounkoun,GN,2021-09-22 21:19:23,12.5333,-13.1333,78.87,89,87,2.82
168,Pinjaur,IN,2021-09-22 21:19:23,30.7972,76.9172,71.85,77,77,5.14
169,Seddon,AU,2021-09-22 21:19:24,-37.8068,144.8916,53.8,91,20,1.01
170,Avera,US,2021-09-22 21:19:24,33.194,-82.5271,88.48,68,51,10.56
171,Mananjary,MG,2021-09-22 21:19:25,-21.2167,48.3333,68.25,88,39,4.81
172,Padang,ID,2021-09-22 21:19:25,-0.9492,100.3543,77.65,80,100,4.09
173,Comodoro Rivadavia,AR,2021-09-22 21:19:26,-45.8667,-67.5,69.66,26,0,29.93
174,Okhotsk,RU,2021-09-22 21:19:26,59.3833,143.3,46.8,75,3,4.32
175,Aksarka,RU,2021-09-22 21:19:26,66.5606,67.7975,36.86,88,94,3.69
176,Severo-Kurilsk,RU,2021-09-22 21:19:27,50.6789,156.125,48.65,90,100,7.78
177,Pangnirtung,CA,2021-09-22 21:19:28,66.1451,-65.7125,35.6,60,75,6.91
178,Poum,NC,2021-09-22 21:19:31,-20.2333,164.0167,70.9,67,63,22.57
179,Chicama,PE,2021-09-22 21:19:31,-7.8447,-79.1469,61.34,75,75,11.27
180,Candido De Abreu,BR,2021-09-22 21:19:31,-24.5669,-51.3333,73.24,43,14,4.61
181,San Quintin,MX,2021-09-22 21:17:41,30.4833,-115.95,82.11,54,1,11.88
182,New Norfolk,AU,2021-09-22 21:19:33,-42.7826,147.0587,57.92,59,96,5.99
183,Half Moon Bay,US,2021-09-22 21:15:05,37.4636,-122.4286,95.54,60,90,5.75
184,Kaili,ID,2021-09-22 21:19:34,-3.4626,120.2147,65.37,98,100,0.76
185,High Level,CA,2021-09-22 21:19:35,58.5169,-117.136,60.91,39,75,9.22
186,Cabo San Lucas,MX,2021-09-22 21:18:25,22.8909,-109.9124,94.6,55,20,10.36
187,Fairbanks,US,2021-09-22 21:16:31,64.8378,-147.7164,37.31,68,75,3.44
188,Chepen,PE,2021-09-22 21:19:39,-7.2167,-79.45,67.06,69,87,12.93
189,Alofi,NU,2021-09-22 21:19:40,-19.0595,-169.9187,76.89,78,75,17.27
190,Kruisfontein,ZA,2021-09-22 21:19:40,-34.0033,24.7314,54.88,81,68,5.57
191,Payo,ID,2021-09-22 21:19:41,-3.7508,103.6372,72.84,91,55,2.28
192,Tiksi,RU,2021-09-22 21:19:41,71.6872,128.8694,34.84,85,98,3.71
193,Ola,RU,2021-09-22 21:19:42,59.5833,151.2833,46.42,77,99,5.64
194,Najran,SA,2021-09-22 21:19:43,17.4924,44.1277,77.65,16,19,0.92
195,Bucerias,MX,2021-09-22 21:18:55,20.75,-105.3333,88.99,74,75,9.22
196,Medvezhyegorsk,RU,2021-09-22 21:19:44,62.9167,34.4667,36.82,91,0,4.05
197,Naryan-Mar,RU,2021-09-22 21:19:45,67.6713,53.087,36.45,82,0,7.99
198,Olinda,BR,2021-09-22 21:19:45,-8.0089,-34.8553,78.53,73,40,8.05
199,Alekseyevsk,RU,2021-09-22 21:19:46,57.8406,108.3492,35.15,94,65,1.12
200,Kununurra,AU,2021-09-22 21:19:46,-15.7667,128.7333,66.18,20,66,8.05
201,Qaanaaq,GL,2021-09-22 21:19:47,77.484,-69.3632,12.45,63,11,7.16
202,The Valley,AI,2021-09-22 21:19:47,18.217,-63.0578,87.66,70,20,8.05
203,Adrar,MR,2021-09-22 21:19:48,20.5022,-10.0711,94.53,12,0,12.3
204,Bambous Virieux,MU,2021-09-22 21:19:49,-20.3428,57.7575,70.21,83,40,8.05
205,Yar-Sale,RU,2021-09-22 21:19:49,66.8333,70.8333,36.23,92,71,13.09
206,Saint-Philippe,RE,2021-09-22 21:19:50,-21.3585,55.7679,67.55,83,41,11.1
207,Pabrade,LT,2021-09-22 21:19:52,55.0,25.7833,43.23,94,100,5.35
208,Brae,GB,2021-09-22 21:19:53,60.3964,-1.353,51.71,80,100,22.77
209,Codrington,AU,2021-09-22 21:19:55,-38.2667,141.9667,49.66,90,2,13.91
210,Bud,US,2021-09-22 21:19:55,39.447,-86.1758,55.49,96,100,18.48
211,Berlevag,NO,2021-09-22 21:19:57,70.8578,29.0864,48.15,66,0,34.52
212,Chumikan,RU,2021-09-22 21:19:59,54.7183,135.315,41.25,64,0,6.49
213,Atuona,PF,2021-09-22 21:19:59,-9.8,-139.0333,77.79,73,26,20.96
214,Torfyanoy,RU,2021-09-22 21:20:00,58.4916,49.1979,41.07,85,72,9.84
215,Biltine,TD,2021-09-22 21:20:01,14.5333,20.9167,90.46,28,23,3.31
216,Champerico,GT,2021-09-22 21:20:01,14.3,-91.9167,84.76,71,63,5.37
217,Jalu,LY,2021-09-22 21:20:04,29.0331,21.5482,86.79,19,0,11.41
218,Aksum,ET,2021-09-22 21:20:05,14.1245,38.7244,60.8,79,100,5.39
219,Eldorado,BR,2021-09-22 21:20:05,-23.7869,-54.2836,84.72,43,91,7.25
220,Lagoa,PT,2021-09-22 21:20:06,39.05,-27.9833,70.43,76,0,14.9
221,Tiznit,MA,2021-09-22 21:20:07,29.5833,-9.5,63.86,82,100,3.47
222,Raudeberg,NO,2021-09-22 21:20:07,61.9875,5.1352,52.2,80,100,5.99
223,Saskylakh,RU,2021-09-22 21:20:09,71.9167,114.0833,36.07,95,100,4.29
224,Rize,TR,2021-09-22 21:20:09,40.9044,40.8949,40.37,95,94,1.01
225,Taltal,CL,2021-09-22 21:20:10,-25.4,-70.4833,64.17,61,1,6.42
226,Bredasdorp,ZA,2021-09-22 21:20:10,-34.5322,20.0403,60.28,87,80,4.61
227,Flinders,AU,2021-09-22 21:20:13,-34.5833,150.8552,57.2,85,0,1.01
228,Kysyl-Syr,RU,2021-09-22 21:20:14,63.8986,122.7617,40.33,95,100,8.57
229,Vanimo,PG,2021-09-22 21:20:14,-2.6741,141.3028,76.77,91,97,4.97
230,Vila Franca Do Campo,PT,2021-09-22 21:20:16,37.7167,-25.4333,68.41,78,13,8.9
231,Jacareacanga,BR,2021-09-22 21:19:36,-6.2222,-57.7528,86.43,49,100,6.67
232,Qaqortoq,GL,2021-09-22 21:20:17,60.7167,-46.0333,37.9,87,100,1.19
233,Nanakuli,US,2021-09-22 21:20:17,21.3906,-158.1547,89.55,45,40,10.36
234,Souillac,MU,2021-09-22 21:20:18,-20.5167,57.5167,70.36,83,40,8.05
235,Longyearbyen,SJ,2021-09-22 21:20:18,78.2186,15.6401,44.44,70,40,18.41
236,Baykit,RU,2021-09-22 21:20:19,61.67,96.37,27.28,99,86,2.84
237,Naze,JP,2021-09-22 21:20:20,28.3667,129.4833,75.56,72,2,6.91
238,Manokwari,ID,2021-09-22 21:20:21,-0.8667,134.0833,77.68,80,100,4.88
239,Olden,NO,2021-09-22 21:20:21,61.8364,6.8064,54.16,92,100,5.48
240,Paamiut,GL,2021-09-22 21:20:23,61.994,-49.6678,32.47,95,100,7.02
241,Bartlesville,US,2021-09-22 21:20:25,36.7473,-95.9808,80.89,29,1,0.0
242,Lavrentiya,RU,2021-09-22 21:20:26,65.5833,-171.0,32.31,61,18,7.34
243,Omboue,GA,2021-09-22 21:20:26,-1.5746,9.2618,77.5,84,84,8.43
244,Chapais,CA,2021-09-22 21:20:27,49.7834,-74.8492,44.38,82,100,6.44
245,Tahe,CN,2021-09-22 21:20:27,52.3333,124.7333,37.94,82,23,1.83
246,Rio Gallegos,AR,2021-09-22 21:20:28,-51.6226,-69.2181,53.65,50,40,16.11
247,Hobyo,SO,2021-09-22 21:20:29,5.3505,48.5268,77.18,89,86,23.49
248,Ahipara,NZ,2021-09-22 21:20:30,-35.1667,173.1667,59.31,92,95,11.92
249,Swellendam,ZA,2021-09-22 21:20:30,-34.0226,20.4417,50.38,53,73,0.72
250,Asheville,US,2021-09-22 21:20:33,35.6009,-82.554,66.99,89,75,3.0
251,Chuy,UY,2021-09-22 21:20:34,-33.6971,-53.4616,56.23,79,95,9.26
252,Fortuna,US,2021-09-22 21:20:34,40.5982,-124.1573,87.19,82,20,16.11
253,Ulladulla,AU,2021-09-22 21:20:35,-35.35,150.4667,55.09,73,3,5.23
254,Dongying,CN,2021-09-22 21:20:36,37.4564,118.4856,68.56,65,100,6.44
255,Bonthe,SL,2021-09-22 21:20:38,7.5264,-12.505,78.85,85,100,7.14
256,Ponta Do Sol,PT,2021-09-22 21:20:38,32.6667,-17.1,72.23,66,100,5.97
257,Along,IN,2021-09-22 21:20:39,28.1667,94.7667,71.11,91,87,1.5
258,San Jeronimo,PE,2021-09-22 21:20:39,-11.9472,-75.2829,51.3,80,100,4.07
259,Pa Daet,TH,2021-09-22 21:20:41,19.5049,99.9924,73.42,97,19,2.35
260,Ulaangom,MN,2021-09-22 21:20:42,49.9811,92.0667,39.42,58,10,5.26
261,Victoria,HK,2021-09-22 21:16:20,22.2855,114.1577,84.33,83,46,12.82
262,Reims,FR,2021-09-22 21:20:44,49.1667,4.0833,54.34,87,0,0.0
263,Ta Khmau,KH,2021-09-22 21:20:46,11.4833,104.95,78.85,83,40,0.0
264,Zimmi,SL,2021-09-22 21:20:47,7.3153,-11.3061,73.94,97,100,1.34
265,Buseresere,TZ,2021-09-22 21:20:48,-3.0236,31.8747,71.13,68,85,5.3
266,Sept-Iles,CA,2021-09-22 21:20:49,50.2001,-66.3821,63.25,81,90,1.01
267,Shar,KZ,2021-09-22 21:20:50,49.5886,81.0453,37.67,64,49,3.8
268,Colac,AU,2021-09-22 21:20:50,-38.3333,143.5833,50.63,94,30,10.11
269,Umm Kaddadah,SD,2021-09-22 21:20:51,13.6017,26.6876,89.91,36,10,8.55
270,Lebu,CL,2021-09-22 21:20:52,-37.6167,-73.65,53.67,63,55,5.91
271,Isabela,PH,2021-09-22 21:20:52,6.7085,121.9711,75.25,89,91,5.23
272,Moree,AU,2021-09-22 21:20:53,-29.4667,149.85,46.42,76,0,5.75
273,Itatinga,BR,2021-09-22 21:20:53,-23.1017,-48.6158,59.31,70,15,13.94
274,Amapa,BR,2021-09-22 21:20:53,1.0,-52.0,72.5,97,100,3.6
275,Honiara,SB,2021-09-22 21:18:46,-9.4333,159.95,80.26,79,33,2.93
276,Kyzyl,RU,2021-09-22 21:20:54,51.7,94.45,40.39,40,100,2.04
277,Verkhnyaya Inta,RU,2021-09-22 21:20:55,65.9811,60.3094,34.74,91,16,5.23
278,Birao,CF,2021-09-22 21:20:55,10.2849,22.7882,71.01,91,97,4.25
279,Kasempa,ZM,2021-09-22 21:20:56,-13.4584,25.8338,74.71,27,11,11.23
280,Ponta Delgada,PT,2021-09-22 21:16:54,37.7333,-25.6667,68.72,77,20,6.91
281,Waddan,LY,2021-09-22 21:20:59,29.1614,16.139,87.66,14,0,8.68
282,Coquimbo,CL,2021-09-22 21:21:00,-29.9533,-71.3436,60.53,55,0,11.5
283,Bambanglipuro,ID,2021-09-22 21:21:05,-7.95,110.2833,76.41,86,97,5.55
284,Sao Gabriel Da Cachoeira,BR,2021-09-22 21:21:07,-0.1303,-67.0892,84.99,69,92,2.51
285,Lata,PT,2021-09-22 21:21:08,40.1629,-8.3327,65.91,79,100,3.67
286,Collierville,US,2021-09-22 21:21:09,35.042,-89.6645,77.76,43,40,12.66
287,Cherskiy,RU,2021-09-22 21:21:09,68.75,161.3,31.3,57,100,5.55
288,Cap-Aux-Meules,CA,2021-09-22 21:21:10,47.3821,-61.8597,68.05,73,75,13.8
289,Nanortalik,GL,2021-09-22 21:21:10,60.1432,-45.2371,43.36,92,100,10.63
290,Vitim,RU,2021-09-22 21:21:10,59.4511,112.5578,33.69,92,71,2.15
291,Mezen,RU,2021-09-22 21:21:11,65.8522,44.24,34.56,85,0,5.57
292,Cairns,AU,2021-09-22 21:21:11,-16.9167,145.7667,68.11,63,75,11.5
293,Sri Aman,MY,2021-09-22 21:21:12,1.2376,111.4621,75.25,100,100,0.0
